CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15603811,Bergstrom,726,France,Female,50,1,102582.76,3,0,1,167678.05,0
15603812,Castellano,489,Spain,Female,38,2,0.0,2,1,1,87773.12,0
15603813,Schmitt,682,France,Female,45,1,0.0,1,1,1,147503.41,0
15603814,Novak,615,France,Male,40,2,0.0,1,1,1,177636.08,0
15603815,Fairweather,749,France,Female,31,7,68982.03,1,0,0,181992.4,1
15603816,Whitfield,588,France,Male,30,10,0.0,1,1,1,153833.07,0
15603817,Mendez,667,France,Female,46,1,0.0,1,1,0,87345.59,1
15603818,Fontaine,616,Spain,Male,32,2,132573.13,2,1,1,177566.83,0
15603819,Sorensen,690,Germany,Female,23,1,143900.96,2,1,1,26512.03,1
15603820,Duarte,626,Germany,Female,40,8,100350.07,1,1,1,63196.66,0
15603821,Laurent,675,Spain,Female,33,5,68698.85,2,0,1,1000.0,0
15603822,Fontaine,818,Spain,Male,26,4,140695.31,2,1,1,85827.44,0
15603823,Voss,623,France,Female,39,7,189863.24,1,1,1,76094.58,0
15603824,Renner,689,Spain,Male,46,0,0.0,1,0,0,72842.83,0
15603825,Fairweather,850,Spain,Female,39,8,0.0,2,1,0,87443.05,0
15603826,Fontaine,687,France,Male,28,1,125910.92,2,1,0,36909.74,1
15603827,Kessler,416,France,Female,43,6,0.0,1,1,0,135956.6,1
15603828,Voss,586,Germany,Male,49,0,0.0,2,1,0,87211.11,1
15603829,Rousseau,534,Spain,Male,61,2,0.0,2,1,1,81269.69,0
15603830,Falk,739,France,Male,53,6,171581.51,1,0,1,22912.22,0
15603831,Duarte,641,Spain,Male,28,6,113331.59,2,1,0,41297.82,0
15603832,Dubois,752,France,Male,47,4,0.0,1,0,0,46094.17,0
15603833,Weiss,709,France,Female,41,6,0.0,1,1,0,127229.64,0
15603834,Marceau,708,France,Female,27,9,0.0,2,1,1,200000.0,0
15603835,Duarte,533,France,Female,41,2,0.0,2,1,1,113820.87,0
15603836,Kessler,698,Spain,Female,58,10,0.0,2,1,0,144997.94,0
15603837,Rousseau,781,France,Male,51,1,0.0,1,0,0,149219.28,1
15603838,Winters,511,Germany,Male,28,10,110903.17,1,1,1,6427.54,0
15603839,Novak,620,France,Male,39,10,38216.85,1,0,1,166138.8,0
15603840,Renner,684,Spain,Male,44,4,0.0,2,0,1,114497.74,0
15603841,Castellano,659,Spain,Female,21,1,0.0,2,0,1,161540.86,0
15603842,Reyes,788,Spain,Female,21,4,191343.46,3,1,0,40972.48,0
15603843,Thibault,720,Spain,Female,40,3,0.0,2,1,1,115719.56,0
15603844,Balogh,689,Germany,Female,40,6,0.0,1,1,1,139878.79,0
15603845,Winters,728,Spain,Male,20,2,0.0,2,0,1,94890.44,0
15603846,Osei,723,Spain,Female,42,0,148800.21,3,1,0,33671.6,1
15603847,Delacroix,654,Spain,Male,50,9,0.0,1,0,0,1000.0,1
15603848,Fontaine,616,France,Female,36,9,0.0,1,1,0,140599.21,1
15603849,Renner,745,France,Male,39,5,124044.98,2,1,1,133160.41,0
15603850,Rousseau,579,France,Male,44,9,0.0,2,1,1,60117.43,0
15603851,Duarte,643,France,Male,43,10,156731.83,1,1,0,146677.3,0
15603852,Girard,539,France,Male,21,10,86623.35,1,1,1,67763.17,0
15603853,Osei,720,France,Male,29,9,0.0,1,1,0,43072.08,1
15603854,Hallgren,768,Spain,Male,34,0,0.0,2,1,0,124154.84,0
15603855,Renner,560,France,Female,30,8,127286.71,3,1,0,1000.0,1
15603856,Okonkwo,635,Germany,Female,53,10,0.0,1,0,0,111611.63,1
15603857,Girard,604,France,Male,45,1,0.0,1,1,1,2358.84,1
15603858,Reyes,753,Spain,Male,27,0,0.0,1,1,1,32567.74,0
15603859,Kowalski,786,France,Female,36,3,124880.12,2,1,1,77566.89,0
15603860,Iyer,604,France,Male,50,9,70587.66,4,1,1,140082.58,1
15603861,Kowalski,353,France,Female,32,9,91113.91,2,1,0,1000.0,0
15603862,Novak,761,Spain,Male,47,6,0.0,2,1,0,141724.41,1
15603863,Falk,654,France,Male,53,10,0.0,3,1,0,167836.32,1
15603864,Balogh,655,Germany,Male,51,1,0.0,2,1,0,113688.47,1
15603865,Winters,743,France,Male,40,9,0.0,1,1,0,89560.18,0
15603866,Laurent,615,Spain,Female,51,9,34551.54,1,1,1,98266.16,0
15603867,Fontaine,589,France,Female,33,10,50404.17,1,1,0,17150.83,1
15603868,Kessler,616,Spain,Male,64,3,0.0,1,1,0,96760.86,1
15603869,Hargrove,697,France,Female,41,7,96433.37,1,1,0,117517.79,1
15603870,Nakamura,734,France,Male,50,3,0.0,1,1,0,200000.0,1
15603871,Marceau,807,France,Male,35,5,212555.66,1,1,1,173627.95,0
15603872,Fairweather,689,France,Female,44,10,0.0,2,1,1,90238.77,0
15603873,Hallgren,636,France,Female,44,5,160922.79,2,1,0,42199.52,0
15603874,Laurent,735,Germany,Male,29,8,0.0,2,0,1,119308.91,1
15603875,Odom,557,France,Male,29,5,0.0,2,0,1,96450.32,0
15603876,Renner,786,France,Male,36,0,90317.83,1,1,0,120731.6,1
15603877,Laurent,670,Germany,Male,50,1,168003.56,4,0,0,39955.83,1
15603878,Delacroix,628,France,Female,20,7,108885.55,1,1,1,4025.16,0
15603879,Abubakar,557,France,Male,35,3,95902.19,2,1,1,122047.07,0
15603880,Schmitt,710,Spain,Female,52,3,0.0,2,0,0,71655.05,1
15603881,Delacroix,623,Germany,Male,26,0,70196.09,2,1,0,98732.02,0
15603882,Weiss,641,Spain,Male,51,9,0.0,2,1,1,37445.57,0
15603883,Rousseau,490,France,Male,27,0,0.0,2,1,0,162642.01,0
15603884,Bergstrom,608,Germany,Male,29,5,72790.58,1,1,1,25844.05,0
15603885,Fairweather,595,France,Female,37,3,52297.7,2,1,1,148095.37,0
15603886,Fontaine,690,Germany,Female,58,9,120734.07,1,1,1,95995.07,0
15603887,Marchetti,624,Germany,Female,32,7,71188.61,1,1,0,86045.16,1
15603888,Novak,396,Germany,Female,21,0,189336.8,1,0,1,109284.91,0
15603889,Castellano,610,France,Male,24,6,114055.02,2,1,1,87275.16,0
15603890,Marchetti,510,France,Female,48,1,122253.06,1,1,1,81784.6,0
15603891,Aoki,550,Spain,Female,25,6,0.0,4,1,1,97725.43,0
15603892,Fontaine,746,Spain,Female,51,2,140546.11,2,0,1,70948.45,0
15603893,Castellano,488,Spain,Male,39,8,147520.3,2,0,1,117336.07,0
15603894,Lindqvist,678,Germany,Male,38,5,113465.25,2,1,1,173875.45,0
15603895,Mendez,601,Spain,Female,42,4,61203.34,2,1,0,200000.0,0
15603896,Bergstrom,583,France,Male,30,9,104317.34,1,1,1,157439.25,0
15603897,Fontaine,556,France,Male,40,4,114966.57,2,1,0,138687.47,0
15603898,Marceau,681,France,Male,26,2,30392.63,2,1,0,1000.0,0
15603899,Iyer,691,France,Female,52,5,6762.23,1,1,0,91046.82,0
15603900,Kessler,484,France,Male,28,8,0.0,2,0,1,60797.16,0
15603901,Reyes,760,Germany,Female,43,0,14452.57,2,1,1,11814.8,0
15603902,Sorensen,536,Spain,Female,28,3,0.0,1,1,0,159146.87,1
15603903,Balogh,687,Spain,Male,33,6,0.0,3,0,0,4614.18,1
15603904,Kessler,537,France,Male,35,2,116432.87,1,1,1,52674.12,1
15603905,Marceau,606,Spain,Female,69,8,147461.59,2,1,0,1000.0,1
15603906,Reyes,527,Germany,Male,38,0,126467.48,2,1,1,91895.24,1
15603907,Girard,599,Germany,Male,30,2,0.0,3,1,0,165363.57,0
15603908,Kessler,631,Spain,Male,34,6,0.0,2,1,0,29631.63,0
15603909,Mendez,540,Germany,Male,23,9,95694.16,3,1,0,69380.13,1
15603910,Okafor,680,Spain,Female,37,3,3000.0,2,1,0,146058.39,0
15603911,Dubois,693,France,Male,57,2,0.0,1,1,0,172330.06,1
15603912,Fairweather,850,Germany,Female,42,10,0.0,2,1,0,100935.73,1
15603913,Dubois,739,France,Male,48,5,0.0,1,1,1,28694.88,0
15603914,Adeyemi,763,France,Female,29,2,146756.97,2,1,1,81573.76,0
15603915,Kessler,480,France,Female,36,9,0.0,1,0,1,75470.99,0
15603916,Novak,462,Spain,Male,41,0,122969.9,1,1,1,65107.44,0
15603917,Winters,621,Spain,Female,31,8,107224.75,1,1,0,24020.16,1
15603918,Whitfield,822,Spain,Male,43,9,0.0,1,0,0,141200.49,0
15603919,Sorensen,850,France,Female,45,6,52489.48,2,0,1,80026.97,0
15603920,Girard,584,France,Female,44,10,149744.62,1,1,1,1000.0,1
15603921,Marchetti,594,Germany,Male,37,6,103432.79,3,1,1,133020.6,1
15603922,Reyes,702,France,Male,50,6,196138.09,1,1,0,196135.86,1
15603923,Abubakar,631,Germany,Female,36,1,0.0,1,1,1,115884.94,0
15603924,Girard,633,France,Female,35,1,112227.06,1,0,0,41003.64,1
15603925,Laurent,711,Spain,Male,53,7,0.0,2,1,0,200000.0,0
15603926,Marceau,850,Spain,Male,27,7,0.0,1,0,1,98349.1,0
15603927,Fontaine,775,Germany,Male,21,6,0.0,2,1,0,144243.44,0
15603928,Voss,829,France,Female,30,2,96122.93,1,1,1,77456.91,0
15603929,Fairweather,473,Germany,Female,42,0,0.0,1,1,1,62391.42,0
15603930,Laurent,753,Spain,Female,52,0,0.0,2,1,0,141897.1,1
15603931,Dubois,559,Spain,Female,32,1,0.0,1,1,0,44227.75,0
15603932,Thibault,811,Spain,Female,57,2,0.0,2,0,0,74934.53,1
15603933,Marchetti,780,France,Male,39,10,0.0,1,1,1,93067.09,0
15603934,Odom,708,France,Female,37,8,72818.37,2,0,1,172887.76,0
15603935,Okafor,579,France,Male,30,1,3000.0,1,1,0,18989.91,0
15603936,Bergstrom,604,France,Female,58,3,89656.89,2,1,1,160973.64,0
15603937,Adeyemi,611,Spain,Male,37,9,146538.59,1,1,1,144395.46,0
15603938,Voss,723,France,Female,25,4,0.0,2,0,0,133663.45,0
15603939,Thibault,689,France,Female,64,3,0.0,1,1,1,140124.76,0
15603940,Marceau,786,France,Female,43,3,68185.86,1,0,1,34978.89,0
15603941,Hargrove,805,France,Male,47,4,102480.24,2,0,0,19224.77,0
15603942,Novak,569,France,Female,56,5,92122.09,1,1,0,1000.0,1
15603943,Kowalski,696,Spain,Male,45,6,0.0,2,1,1,77404.93,0
15603944,Girard,694,France,Male,48,5,120710.16,1,1,1,117336.89,0
15603945,Whitfield,641,Germany,Female,39,6,94460.43,1,0,1,42940.19,0
15603946,Kessler,740,France,Female,46,3,113191.11,2,0,0,132647.13,0
15603947,Novak,697,France,Male,38,5,107109.87,2,1,0,89994.5,1
15603948,Bergstrom,595,Germany,Female,38,9,78251.34,1,1,0,99505.23,0
15603949,Petrov,636,France,Male,40,3,115975.73,2,0,0,134660.46,1
15603950,Fontaine,616,France,Female,34,10,48144.83,1,1,1,99927.06,0
15603951,Falk,580,Germany,Female,44,5,121068.52,2,0,1,31162.24,0
15603952,Okafor,642,Germany,Female,44,4,56461.69,2,1,0,189044.66,0
15603953,Okafor,525,Spain,Female,47,7,0.0,1,1,1,130636.0,0
15603954,Hargrove,695,France,Female,45,4,0.0,2,1,1,35209.48,1
15603955,Winters,785,Spain,Female,59,4,65704.91,1,1,1,87002.31,0
15603956,Bergstrom,655,Germany,Male,49,4,163642.16,2,1,0,109160.18,0
15603957,Okafor,741,Germany,Male,36,5,201412.94,1,1,0,30643.27,0
15603958,Fontaine,665,France,Female,43,0,79497.75,1,0,0,144225.52,1
15603959,Sorensen,552,France,Male,53,4,0.0,1,1,1,35009.45,0
15603960,Aoki,843,France,Female,29,8,172596.34,1,1,1,197130.95,0
15603961,Osei,417,France,Male,59,3,22094.52,1,1,1,153217.6,0
15603962,Hallgren,651,Spain,Female,31,5,113669.39,2,1,1,60297.81,0
15603963,Aoki,576,France,Male,48,3,96897.33,2,1,0,38128.5,1
15603964,Fontaine,802,France,Female,39,10,0.0,1,1,1,107586.81,0
15603965,Girard,671,France,Female,38,2,99743.42,1,0,0,19033.78,0
15603966,Lindqvist,850,France,Male,25,8,134598.39,1,1,0,89470.43,1
15603967,Mendez,653,France,Female,48,8,70841.79,1,1,1,98233.92,0
15603968,Abubakar,577,France,Male,25,4,0.0,2,1,1,121025.2,0
15603969,Laurent,486,France,Female,24,10,55920.03,2,1,1,155844.49,0
15603970,Okonkwo,756,Germany,Female,50,10,155540.86,1,0,1,148108.46,1
15603971,Delacroix,570,France,Male,57,0,115809.7,2,1,0,154923.69,0
15603972,Marceau,610,Spain,Male,32,6,3000.0,1,1,0,121133.86,0
15603973,Kessler,768,France,Male,49,2,115151.96,2,0,1,108617.6,0
15603974,Petrov,751,France,Male,47,10,0.0,2,1,0,61473.17,0
15603975,Weiss,591,France,Female,38,10,50532.12,1,1,1,1000.0,0
15603976,Adeyemi,606,France,Male,52,4,69650.02,2,1,0,107644.1,1
15603977,Whitfield,481,France,Female,37,3,116441.39,2,1,1,29561.8,0
15603978,Weiss,453,France,Female,44,9,86422.44,1,0,1,106155.37,0
15603979,Weiss,723,Spain,Female,26,4,128479.07,1,0,0,1000.0,0
15603980,Voss,734,France,Female,26,8,101537.52,1,1,0,29638.22,1
15603981,Whitfield,684,France,Male,50,7,46015.07,1,1,1,55816.61,0
15603982,Nakamura,668,Spain,Female,44,3,0.0,1,1,1,200000.0,0
15603983,Winters,582,France,Female,37,3,95007.86,1,0,0,56678.63,0
15603984,Reyes,791,France,Female,58,10,0.0,1,1,0,74366.89,1
15603985,Schmitt,479,France,Male,58,5,200620.25,2,1,0,102896.87,0
15603986,Okafor,605,France,Male,43,4,0.0,4,1,0,144877.26,1
15603987,Novak,665,France,Female,24,9,0.0,1,1,1,57743.37,0
15603988,Aoki,650,Germany,Female,37,6,164889.91,2,1,0,1000.0,1
15603989,Sorensen,650,Germany,Male,30,6,139572.47,1,1,0,9977.16,0
15603990,Reyes,600,Germany,Female,39,4,139570.64,1,1,1,80150.47,0
15603991,Kowalski,702,France,Male,29,7,140356.78,2,1,0,187068.09,1
15603992,Whitfield,533,France,Female,26,0,103562.68,1,1,0,41493.82,0
15603993,Novak,636,France,Male,18,2,0.0,1,1,1,144062.72,0
15603994,Thibault,691,France,Male,40,9,145721.96,1,1,0,70359.22,1
15603995,Winters,618,France,Male,18,2,0.0,2,1,1,88271.21,0
15603996,Balogh,650,France,Male,35,10,154541.2,1,1,0,33091.39,0
15603997,Girard,671,France,Male,46,9,0.0,1,1,1,121394.22,1
15603998,Fairweather,481,France,Male,31,4,124145.98,1,0,1,132554.86,1
15603999,Okonkwo,490,France,Male,27,10,0.0,2,1,0,2713.99,0
15604000,Dubois,663,Spain,Female,38,7,0.0,2,1,0,51627.14,1
15604001,Hargrove,592,France,Female,30,8,93782.63,1,1,0,92629.77,0
15604002,Kessler,597,Germany,Female,40,5,138833.12,2,1,1,129447.65,0
15604003,Sorensen,705,France,Male,28,1,0.0,2,1,0,200000.0,0
15604004,Rousseau,555,Spain,Male,37,6,3706.43,1,1,1,61623.95,0
15604005,Kowalski,418,France,Female,35,9,0.0,2,0,1,1000.0,0
15604006,Aoki,809,France,Female,38,0,0.0,1,1,0,65993.26,1
15604007,Hargrove,766,France,Female,55,0,0.0,1,1,0,119663.24,0
15604008,Marceau,765,France,Female,41,9,0.0,1,1,1,127250.11,0
15604009,Mendez,542,Spain,Female,44,6,0.0,3,1,0,87804.24,1
15604010,Petrov,643,France,Female,32,5,125852.23,1,1,0,37674.49,0
15604011,Mendez,528,France,Male,41,7,203683.4,2,1,0,120908.79,1
15604012,Sorensen,644,Germany,Female,36,7,170517.29,1,1,1,105230.15,0
15604013,Rousseau,617,France,Female,39,4,16525.71,1,1,1,113531.41,0
15604014,Thibault,547,Spain,Female,45,6,0.0,2,1,0,57520.44,0
15604015,Hargrove,698,Spain,Male,33,5,171190.26,2,1,1,148499.11,0
15604016,Osei,625,France,Male,34,2,0.0,1,1,0,110765.32,0
15604017,Nakamura,815,France,Male,34,8,0.0,2,0,1,93804.32,0
15604018,Falk,658,France,Male,33,4,91286.83,2,1,0,159623.66,0
15604019,Nakamura,405,Spain,Female,40,9,141425.35,3,0,1,79472.92,1
15604020,Osei,476,France,Female,35,4,0.0,4,1,1,150829.06,1
15604021,Thibault,850,France,Male,54,2,138391.81,3,1,0,66702.89,1
15604022,Delacroix,616,France,Female,66,9,0.0,1,1,1,34209.99,0
15604023,Falk,673,Germany,Male,33,1,0.0,1,1,1,98816.77,0
15604024,Iyer,651,Germany,Female,41,10,197168.29,1,1,0,1000.0,0
15604025,Girard,786,Germany,Male,49,6,147124.75,1,1,1,119717.66,1
15604026,Laurent,467,Spain,Male,36,5,19066.09,3,0,0,159155.84,1
15604027,Sorensen,778,Spain,Female,28,2,68554.77,1,1,0,200000.0,0
15604028,Aoki,771,France,Female,56,2,0.0,1,0,0,158736.55,0
15604029,Reyes,651,Germany,Female,45,2,60389.56,3,0,1,200000.0,0
15604030,Nakamura,690,Spain,Male,42,9,165960.89,1,0,0,117161.36,1
15604031,Odom,614,France,Female,53,2,142579.18,1,1,0,180299.74,1
15604032,Hargrove,488,Spain,Male,46,0,0.0,1,0,0,110864.53,0
15604033,Balogh,706,Spain,Male,38,2,83136.21,2,1,1,181541.69,0
15604034,Renner,674,France,Female,29,6,127056.92,1,1,1,1000.0,0
15604035,Okonkwo,676,France,Female,33,5,0.0,1,1,0,35910.51,0
15604036,Reyes,696,France,Female,51,4,92497.72,1,0,1,78587.07,0
15604037,Abubakar,592,Germany,Male,45,10,142505.75,2,1,0,150716.0,1
15604038,Fontaine,793,France,Female,37,3,0.0,2,1,1,141604.31,0
15604039,Renner,651,Germany,Male,57,9,125115.33,1,1,1,45907.3,0
15604040,Schmitt,702,France,Female,37,1,0.0,2,1,1,18489.99,1
15604041,Petrov,624,Germany,Female,49,5,0.0,1,0,0,92402.73,1
15604042,Odom,751,France,Female,41,1,7814.07,1,0,0,72916.97,1
15604043,Lindqvist,660,Germany,Female,58,0,51428.08,1,0,1,76661.07,1
15604044,Schmitt,642,France,Female,46,7,0.0,1,1,1,84060.73,1
15604045,Rousseau,766,France,Male,39,7,160491.56,1,0,0,86612.07,1
15604046,Adeyemi,485,France,Female,37,6,90694.93,2,1,0,155618.99,0
15604047,Aoki,623,France,Female,38,4,159848.39,1,0,1,151572.57,0
15604048,Petrov,591,France,Male,31,2,156704.48,2,1,0,74716.21,1
15604049,Weiss,686,Spain,Male,25,8,73460.65,2,0,0,77689.5,0
15604050,Odom,680,Germany,Male,42,2,82211.03,2,1,0,145745.81,1
15604051,Thibault,649,Spain,Female,33,5,44693.12,3,1,0,115677.08,1
15604052,Marceau,581,Spain,Female,33,10,149197.28,1,0,1,153443.07,0
15604053,Renner,648,France,Female,38,7,112187.21,1,1,1,128842.66,0
15604054,Mendez,681,Germany,Male,39,9,0.0,2,0,0,98225.74,0
15604055,Weiss,633,Germany,Male,39,2,0.0,1,0,0,111710.25,1
15604056,Marchetti,756,France,Male,56,0,64971.61,1,1,1,1000.0,0
15604057,Weiss,709,Germany,Male,45,9,150987.48,2,1,1,63917.9,0
15604058,Girard,652,France,Male,60,6,12924.29,1,1,0,184706.97,1
15604059,Novak,425,Germany,Male,34,8,0.0,2,1,0,159903.36,0
15604060,Voss,629,Germany,Male,46,9,73282.85,2,1,1,85402.6,0
15604061,Dubois,710,Spain,Male,35,4,188277.17,1,1,1,36139.74,1
15604062,Dubois,623,France,Female,33,1,199488.1,1,1,1,137832.21,0
15604063,Duarte,679,Spain,Male,60,10,0.0,2,0,0,1000.0,1
15604064,Hallgren,628,France,Male,31,3,0.0,3,0,1,127549.28,0
15604065,Fontaine,672,Germany,Female,18,1,0.0,1,1,1,102864.78,0
15604066,Kowalski,784,France,Female,31,6,0.0,1,0,0,84283.81,0
15604067,Fontaine,726,Spain,Female,18,0,42796.64,1,1,1,160773.34,0
15604068,Laurent,526,Germany,Female,29,0,12644.05,2,1,0,151978.46,0
15604069,Castellano,491,France,Female,30,8,117117.28,1,0,1,144363.85,0
15604070,Duarte,692,France,Female,39,0,26250.75,1,0,0,189564.48,1
15604071,Voss,762,Spain,Female,18,6,182943.61,1,1,1,68122.01,0
15604072,Kessler,491,France,Male,51,4,82977.66,1,1,1,69238.7,0
15604073,Weiss,630,France,Female,19,1,47680.61,1,1,1,103826.39,0
15604074,Weiss,850,France,Male,37,10,167782.77,1,1,1,200000.0,0
15604075,Girard,624,France,Male,35,1,155793.66,1,0,1,5454.56,0
15604076,Falk,850,Spain,Male,47,7,0.0,1,1,1,69565.13,0
15604077,Castellano,571,Spain,Male,42,1,0.0,1,1,0,64458.69,0
15604078,Adeyemi,588,France,Male,51,6,0.0,3,1,1,128509.05,0
15604079,Fairweather,583,France,Female,35,1,190035.19,1,1,0,34203.74,1
15604080,Castellano,527,France,Male,34,9,0.0,2,1,0,103849.67,0
15604081,Nakamura,488,France,Male,43,5,51225.57,2,0,1,198454.12,0
15604082,Laurent,629,Spain,Male,49,0,114766.27,2,1,1,28931.98,0
15604083,Renner,664,France,Male,47,0,45527.87,1,1,0,50404.14,1
15604084,Falk,581,Spain,Female,42,5,0.0,3,1,0,107284.82,1
15604085,Nakamura,604,Germany,Male,41,5,54566.76,1,1,1,152695.48,1
15604086,Dubois,789,Spain,Male,38,3,176504.02,1,1,1,110896.51,0
15604087,Duarte,743,Spain,Male,43,6,0.0,1,1,0,155110.87,0
15604088,Voss,625,France,Male,59,8,125754.47,1,0,0,154296.97,1
15604089,Voss,691,France,Male,36,8,0.0,1,1,1,34814.88,0
15604090,Aoki,493,France,Male,35,8,60326.01,2,0,1,91852.53,0
15604091,Castellano,676,Germany,Female,34,10,105264.68,2,1,0,1000.0,0
15604092,Kessler,644,Germany,Female,42,2,50407.26,3,0,0,130339.39,1
15604093,Whitfield,614,France,Female,18,0,207848.08,2,1,1,200000.0,0
15604094,Mendez,653,France,Male,37,1,0.0,1,1,1,66078.54,0
15604095,Nakamura,638,France,Male,47,0,68494.68,2,1,1,81857.16,0
15604096,Winters,524,Spain,Female,33,3,0.0,1,0,0,59570.15,0
15604097,Marceau,811,Spain,Male,40,1,109691.83,3,0,1,185697.7,1
15604098,Aoki,741,Spain,Female,60,10,0.0,2,0,1,136993.42,0
15604099,Sorensen,613,Germany,Male,42,3,180424.23,1,1,1,82935.63,0
15604100,Dubois,481,France,Male,18,2,133823.93,2,1,0,21076.74,0
15604101,Adeyemi,414,Spain,Male,24,5,48529.94,2,0,1,83892.45,0
15604102,Bergstrom,842,Spain,Female,36,4,82974.97,3,1,0,38892.97,1
15604103,Whitfield,633,France,Female,30,0,260000.0,2,1,1,94005.75,0
15604104,Okafor,723,Germany,Female,40,10,84441.12,2,0,0,108301.72,1
15604105,Marceau,559,France,Male,35,7,99132.36,1,0,1,50520.43,0
15604106,Osei,620,Spain,Female,50,9,0.0,1,0,0,77568.74,1
15604107,Laurent,625,Spain,Male,27,10,0.0,1,0,1,156542.14,0
15604108,Fairweather,673,Germany,Male,36,9,0.0,2,0,1,63653.82,0
15604109,Thibault,659,Spain,Female,41,2,45054.81,2,0,1,191060.92,0
15604110,Aoki,561,France,Female,42,8,70459.98,2,1,1,129993.26,0
15604111,Kessler,560,Germany,Male,40,0,127433.94,3,1,1,120085.95,0
15604112,Schmitt,642,Germany,Male,18,3,99469.82,2,1,1,127413.46,0
15604113,Nakamura,482,Spain,Male,39,8,0.0,2,1,0,1000.0,0
15604114,Castellano,571,Germany,Male,37,7,110449.14,1,1,0,154030.62,0
15604115,Marceau,635,France,Male,47,8,53389.23,2,0,1,167449.99,0
15604116,Winters,688,Spain,Female,46,8,185229.06,1,1,0,131529.79,1
15604117,Aoki,794,Germany,Male,41,0,169150.7,2,1,1,20253.15,0
15604118,Thibault,604,France,Female,42,6,64219.88,2,1,0,126330.79,0
15604119,Bergstrom,653,France,Male,52,6,135838.19,2,1,1,40634.08,1
15604120,Dubois,471,Germany,Male,50,1,0.0,2,1,1,141025.76,1
15604121,Marchetti,682,Germany,Male,41,2,166168.11,1,1,0,135242.01,0
15604122,Reyes,563,Germany,Male,60,5,154947.12,1,1,1,79006.52,0
15604123,Adeyemi,620,France,Female,32,6,0.0,2,1,1,114542.43,0
15604124,Nakamura,696,Germany,Female,26,9,64635.96,1,1,0,117649.57,1
15604125,Duarte,700,France,Female,38,7,0.0,1,0,1,173688.53,0
15604126,Schmitt,510,Spain,Male,35,10,19075.45,1,1,0,128155.86,1
15604127,Marceau,727,France,Female,18,2,0.0,2,1,0,44449.74,0
15604128,Fairweather,646,Germany,Female,32,4,0.0,1,1,1,1000.0,0
15604129,Bergstrom,772,Germany,Male,42,2,174247.94,4,1,1,179535.78,0
15604130,Weiss,790,Spain,Female,38,9,40312.26,1,0,0,24656.99,0
15604131,Iyer,804,Spain,Female,31,6,0.0,2,1,0,33740.34,0
15604132,Marceau,513,France,Female,39,5,25917.75,2,0,0,73883.91,1
15604133,Odom,689,Spain,Female,40,6,134756.14,1,1,1,74887.88,0
15604134,Falk,499,Spain,Female,46,3,0.0,1,1,0,9739.08,0
15604135,Okafor,775,France,Male,32,9,97085.75,2,1,1,103829.8,0
15604136,Bergstrom,789,Spain,Female,47,6,84896.05,1,1,1,28570.77,0
15604137,Petrov,744,Germany,Female,27,5,0.0,1,1,1,122788.59,0
15604138,Dubois,609,Spain,Male,33,7,85853.13,2,0,0,128356.27,0
15604139,Odom,702,Germany,Female,56,8,179668.21,2,1,0,163499.77,0
15604140,Nakamura,597,France,Male,28,4,109632.11,4,1,0,126405.28,1
15604141,Novak,651,Spain,Male,32,8,130683.18,1,1,0,137375.41,0
15604142,Mendez,641,France,Female,26,8,139513.86,1,0,1,15126.69,0
15604143,Lindqvist,458,France,Female,30,7,134983.43,2,0,0,52709.28,0
15604144,Mendez,572,France,Female,40,1,0.0,2,1,1,91232.79,0
15604145,Hallgren,850,France,Female,46,2,219630.1,1,1,1,149416.86,0
15604146,Bergstrom,642,France,Male,38,0,0.0,1,1,0,97208.58,0
15604147,Adeyemi,665,Spain,Female,35,3,3000.0,1,0,1,84303.44,0
15604148,Rousseau,649,France,Female,26,1,0.0,1,1,0,133665.21,1
15604149,Marceau,611,France,Female,31,6,186303.1,1,1,1,1000.0,0
15604150,Weiss,653,France,Male,23,10,71344.46,1,1,1,41202.23,0
15604151,Osei,611,Spain,Male,46,0,112232.31,1,1,1,110230.01,0
15604152,Petrov,431,France,Female,47,3,115966.86,2,1,1,101972.16,0
15604153,Sorensen,725,France,Male,38,0,0.0,1,1,0,127146.16,0
15604154,Kowalski,805,Spain,Male,43,0,0.0,2,1,0,115243.77,0
15604155,Delacroix,538,France,Female,47,0,66836.49,2,1,1,122844.65,0
15604156,Adeyemi,610,Germany,Female,40,6,137275.95,1,0,1,66558.29,0
15604157,Adeyemi,794,France,Female,53,10,129235.12,1,0,0,176715.11,1
15604158,Lindqvist,576,France,Female,28,7,138103.21,1,1,1,39223.73,0
15604159,Dubois,687,France,Female,35,7,128113.1,1,0,0,86259.41,0
15604160,Adeyemi,850,Spain,Male,34,1,106074.96,1,1,1,101848.83,0
15604161,Marchetti,711,France,Female,45,9,0.0,2,1,1,136645.14,0
15604162,Fairweather,657,Germany,Female,24,6,0.0,1,0,0,46407.56,0
15604163,Kowalski,735,France,Female,53,10,99545.2,1,1,1,95183.7,0
15604164,Okonkwo,725,Spain,Male,44,4,108829.82,1,1,0,159882.13,0
15604165,Iyer,586,France,Male,56,7,0.0,1,0,1,99713.65,0
15604166,Bergstrom,483,France,Female,38,5,76603.54,1,1,1,109486.53,1
15604167,Nakamura,707,France,Female,33,5,139878.87,2,1,0,77977.15,0
15604168,Osei,721,Spain,Male,45,1,46657.86,1,1,0,100129.17,0
